gsc_impressions,gsc_avg_position,gsc_clicks,reason_code,reason_description,action_rank,content_archetype,operational_workflow,decay_half_life_days,refresh_trigger
950,3.9642105263157896,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7595,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
950,24.977894736842106,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7596,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
950,4.769473684210526,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7597,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
950,3.4221052631578948,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7598,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
950,28.19684210526316,4,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7599,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
950,21.574736842105263,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7600,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
950,1.7452631578947368,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7601,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
950,4.188421052631579,12,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7602,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
950,2.453684210526316,4,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7603,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
950,3.7905263157894735,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7604,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
950,6.62,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7605,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
949,2.671232876712329,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7606,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
949,4.554267650158061,11,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7607,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
949,3.4425711275026343,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7608,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
949,4.569020021074816,4,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7609,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
949,4.683877766069547,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7610,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
949,5.31822971548999,4,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7611,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
949,4.496311907270812,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7612,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
949,1.9083245521601686,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7613,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
949,5.1390937829293994,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7614,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
949,3.518440463645943,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7615,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
949,9.565858798735512,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7616,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
949,3.9030558482613276,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7617,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
949,35.21601685985247,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7618,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
949,3.2349841938883035,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7619,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
949,5.2096944151738676,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7620,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
949,2.243414120126449,5,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7621,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
949,55.348788198103264,1,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7622,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
949,3.9852476290832457,8,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7623,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
948,4.707805907172996,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7624,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
948,8.066455696202532,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7625,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
948,35.35337552742616,2,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7626,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
948,3.6930379746835444,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7627,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
948,39.84704641350211,3,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7628,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
948,6.718354430379747,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7629,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
948,3.190928270042194,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7630,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
948,3.721518987341772,7,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7631,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
948,3.259493670886076,6,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7632,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
948,5.979957805907173,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7633,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
947,4.393875395987329,9,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7634,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
947,3.085533262935586,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7635,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
947,8.535374868004224,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7636,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
947,5.053854276663147,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7637,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
947,4.945089757127772,7,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7638,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
947,24.334741288278774,1,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7639,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
947,3.2925026399155226,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7640,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
947,2.5480464625131996,6,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7641,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
947,5.604012671594509,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7642,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
947,36.93875395987328,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7643,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
946,3.3594080338266386,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7644,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
946,15.485200845665961,1,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7645,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
946,7.57399577167019,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7646,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
946,4.966173361522198,6,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7647,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
946,2.009513742071882,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7648,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
